unit os1 os2 os3 s1 s2 s3 s4 s5 s6 s7 s8 s9 s10 s11 s12 s13 s14 s15 s16 s17 s18 s19 s20 s21 RUL
34 -0.0054 -0.0004 100.0 518.67 642.59 1599.05 1407.12 14.62 21.61 552.65 2388.16 9078.77 1.3 47.48 521.27 2388.12 8149.39 8.4463 0.03 393.0 2388.0 100.0 38.88 23.3437 71.0
34 0.0013 0.0004 100.0 518.67 642.6 1586.42 1415.65 14.62 21.61 552.38 2388.07 9071.16 1.3 47.56 521.3 2388.06 8156.92 8.4469 0.03 393.0 2388.0 100.0 38.91 23.1779 70.0
34 -0.0025 -0.0003 100.0 518.67 642.5 1595.22 1407.99 14.62 21.61 553.7 2388.04 9077.15 1.3 47.48 521.06 2388.03 8152.88 8.454 0.03 395.0 2388.0 100.0 38.9 23.3216 69.0
34 -0.0027 0.0005 100.0 518.67 642.24 1595.09 1410.51 14.62 21.61 552.94 2388.07 9085.29 1.3 47.53 521.3 2388.11 8151.79 8.4298 0.03 392.0 2388.0 100.0 38.83 23.2812 68.0
34 -0.0031 -0.0001 100.0 518.67 642.85 1597.51 1414.31 14.62 21.61 552.44 2388.08 9072.89 1.3 47.73 521.36 2388.12 8154.11 8.4636 0.03 393.0 2388.0 100.0 38.79 23.2286 67.0
34 -0.0002 0.0001 100.0 518.67 642.57 1587.44 1416.4 14.62 21.61 553.63 2388.11 9084.62 1.3 47.6 521.13 2388.09 8150.92 8.4601 0.03 392.0 2388.0 100.0 38.75 23.2974 66.0
34 0.0029 -0.0003 100.0 518.67 643.1 1589.41 1413.81 14.62 21.61 553.03 2388.14 9081.13 1.3 47.48 521.37 2388.11 8158.11 8.4386 0.03 394.0 2388.0 100.0 39.16 23.2703 65.0
34 0.0003 -0.0 100.0 518.67 642.88 1591.29 1410.87 14.62 21.61 553.38 2388.07 9079.25 1.3 47.46 521.59 2388.09 8162.95 8.4702 0.03 393.0 2388.0 100.0 38.63 23.1323 64.0
34 0.0011 0.0004 100.0 518.67 642.52 1598.77 1413.76 14.62 21.61 552.39 2388.08 9075.98 1.3 47.53 521.33 2388.11 8154.85 8.461 0.03 395.0 2388.0 100.0 38.78 23.315 63.0
34 0.0006 0.0 100.0 518.67 642.39 1595.6 1416.64 14.62 21.61 553.05 2388.1 9082.99 1.3 47.72 520.97 2388.1 8157.08 8.462 0.03 395.0 2388.0 100.0 38.84 23.2767 62.0
34 -0.0012 -0.0001 100.0 518.67 643.16 1593.07 1415.95 14.62 21.61 553.47 2388.08 9081.04 1.3 47.56 520.54 2388.09 8155.83 8.4564 0.03 393.0 2388.0 100.0 38.78 23.2685 61.0
34 0.0001 0.0004 100.0 518.67 642.74 1592.84 1409.06 14.62 21.61 552.57 2388.1 9078.56 1.3 47.56 520.95 2388.09 8152.35 8.4526 0.03 394.0 2388.0 100.0 38.98 23.276 60.0
34 -0.0021 0.0002 100.0 518.67 642.56 1594.72 1412.12 14.62 21.61 552.9 2388.09 9085.2 1.3 47.65 521.45 2388.08 8154.28 8.4578 0.03 396.0 2388.0 100.0 38.6 23.3061 59.0
34 -0.0009 0.0001 100.0 518.67 642.59 1590.82 1406.06 14.62 21.61 553.19 2388.11 9078.28 1.3 47.37 520.84 2388.1 8158.69 8.4572 0.03 394.0 2388.0 100.0 38.75 23.2107 58.0
34 -0.0011 0.0003 100.0 518.67 643.0 1595.74 1406.22 14.62 21.61 553.19 2388.08 9076.15 1.3 47.63 521.14 2388.1 8153.67 8.4546 0.03 393.0 2388.0 100.0 38.8 23.2919 57.0
34 0.0004 -0.0001 100.0 518.67 642.77 1598.47 1411.32 14.62 21.61 552.86 2388.11 9078.56 1.3 47.67 520.57 2388.05 8157.22 8.4703 0.03 393.0 2388.0 100.0 38.71 23.3597 56.0
34 -0.002 0.0 100.0 518.67 643.63 1585.91 1409.45 14.62 21.61 552.67 2388.13 9082.64 1.3 47.74 521.8 2388.05 8163.14 8.4572 0.03 395.0 2388.0 100.0 38.67 23.394 55.0
34 -0.0012 0.0004 100.0 518.67 643.11 1588.95 1413.42 14.62 21.61 552.93 2388.08 9087.31 1.3 47.59 521.52 2388.08 8154.68 8.4221 0.03 391.0 2388.0 100.0 38.81 23.156 54.0
34 -0.0011 0.0005 100.0 518.67 642.51 1590.73 1409.63 14.62 21.61 552.35 2388.13 9082.67 1.3 47.6 520.95 2388.07 8159.57 8.4967 0.03 392.0 2388.0 100.0 38.75 23.2984 53.0
34 0.0012 0.0004 100.0 518.67 643.29 1593.02 1410.48 14.62 21.61 552.96 2388.1 9083.08 1.3 47.58 521.1 2388.11 8166.79 8.45 0.03 394.0 2388.0 100.0 38.78 23.1907 52.0
34 0.0003 0.0001 100.0 518.67 643.15 1599.2 1417.97 14.62 21.61 553.54 2388.11 9089.71 1.3 47.77 521.16 2388.13 8165.57 8.4597 0.03 392.0 2388.0 100.0 38.77 23.1555 51.0
34 -0.0008 0.0005 100.0 518.67 642.76 1584.96 1405.74 14.62 21.61 553.18 2388.08 9089.61 1.3 47.6 520.92 2388.05 8162.29 8.4781 0.03 394.0 2388.0 100.0 38.7 23.2894 50.0
34 -0.0032 0.0004 100.0 518.67 642.94 1593.96 1406.33 14.62 21.61 552.75 2388.09 9093.26 1.3 47.57 521.56 2388.09 8168.81 8.4674 0.03 395.0 2388.0 100.0 38.82 23.289 49.0
34 0.0046 0.0003 100.0 518.67 642.73 1595.25 1422.99 14.62 21.61 553.16 2388.11 9089.86 1.3 47.55 520.93 2388.08 8161.76 8.4756 0.03 394.0 2388.0 100.0 38.74 23.3026 48.0
34 -0.0023 0.0004 100.0 518.67 642.86 1601.14 1416.22 14.62 21.61 552.95 2388.09 9090.25 1.3 47.64 520.84 2388.14 8166.46 8.4616 0.03 395.0 2388.0 100.0 38.66 23.2557 47.0
34 -0.0001 0.0005 100.0 518.67 642.7 1593.19 1408.42 14.62 21.61 553.04 2388.11 9087.97 1.3 47.64 520.97 2388.15 8163.75 8.4575 0.03 393.0 2388.0 100.0 38.8 23.221 46.0
34 0.0011 0.0005 100.0 518.67 643.46 1589.54 1410.75 14.62 21.61 552.93 2388.03 9093.51 1.3 47.74 521.12 2388.09 8167.0 8.4526 0.03 394.0 2388.0 100.0 38.56 23.1587 45.0
34 0.0037 0.0001 100.0 518.67 642.85 1586.99 1411.99 14.62 21.61 552.43 2388.07 9091.22 1.3 47.62 520.64 2388.04 8161.54 8.4697 0.03 395.0 2388.0 100.0 38.84 23.1504 44.0
34 0.0009 0.0002 100.0 518.67 642.86 1592.46 1414.93 14.62 21.61 552.76 2388.11 9088.5 1.3 47.66 521.05 2388.11 8165.28 8.4722 0.03 394.0 2388.0 100.0 38.7 23.2403 43.0
34 0.0016 0.0001 100.0 518.67 643.07 1600.12 1412.27 14.62 21.61 552.29 2388.11 9091.62 1.3 47.53 520.64 2388.05 8168.99 8.4303 0.03 394.0 2388.0 100.0 38.74 23.2021 42.0
34 -0.0011 0.0004 100.0 518.67 642.8 1590.54 1417.1 14.62 21.61 552.43 2388.16 9095.69 1.3 47.69 520.4 2388.1 8164.2 8.4657 0.03 394.0 2388.0 100.0 38.7 23.1475 41.0
34 0.0051 0.0 100.0 518.67 642.99 1591.27 1414.88 14.62 21.61 553.4 2388.1 9098.48 1.3 47.52 521.05 2388.07 8174.41 8.495 0.03 395.0 2388.0 100.0 38.66 23.1985 40.0
34 -0.0002 0.0001 100.0 518.67 642.93 1587.54 1413.29 14.62 21.61 552.81 2388.09 9103.29 1.3 47.76 521.35 2388.11 8173.79 8.4224 0.03 394.0 2388.0 100.0 38.65 23.1507 39.0
34 0.0013 -0.0 100.0 518.67 643.02 1593.0 1419.02 14.62 21.61 553.73 2388.13 9102.08 1.3 47.7 521.17 2388.11 8176.98 8.4719 0.03 392.0 2388.0 100.0 38.71 23.2835 38.0
34 -0.0029 0.0002 100.0 518.67 643.44 1584.73 1417.52 14.62 21.61 552.59 2388.11 9096.55 1.3 47.72 521.08 2388.1 8172.43 8.4911 0.03 394.0 2388.0 100.0 38.48 23.1967 37.0
34 -0.0009 0.0004 100.0 518.67 643.33 1593.69 1414.27 14.62 21.61 552.82 2388.09 9097.53 1.3 47.97 520.72 2388.16 8169.24 8.5069 0.03 395.0 2388.0 100.0 38.75 23.1277 36.0
34 0.0026 0.0004 100.0 518.67 642.86 1594.78 1417.02 14.62 21.61 551.97 2388.11 9099.73 1.3 47.7 521.43 2388.15 8168.88 8.4933 0.03 393.0 2388.0 100.0 38.56 23.1401 35.0
34 -0.0013 0.0003 100.0 518.67 642.86 1590.89 1410.38 14.62 21.61 552.9 2388.11 9099.03 1.3 47.65 521.58 2388.1 8171.56 8.4643 0.03 396.0 2388.0 100.0 38.73 23.2084 34.0
34 0.0025 -0.0001 100.0 518.67 643.14 1592.95 1409.5 14.62 21.61 552.91 2388.08 9111.01 1.3 47.85 520.53 2388.12 8179.29 8.4669 0.03 393.0 2388.0 100.0 38.69 23.1557 33.0
34 0.0007 0.0 100.0 518.67 643.4 1590.3 1421.17 14.62 21.61 552.48 2388.08 9103.25 1.3 47.61 520.58 2388.1 8174.4 8.4696 0.03 393.0 2388.0 100.0 38.82 23.2383 32.0
34 -0.0024 -0.0003 100.0 518.67 643.17 1610.14 1419.84 14.62 21.61 552.52 2388.09 9104.05 1.3 47.66 521.01 2388.08 8179.24 8.4818 0.03 394.0 2388.0 100.0 38.74 23.2412 31.0
34 0.0002 -0.0001 100.0 518.67 643.26 1592.59 1418.39 14.62 21.61 552.21 2388.12 9107.79 1.3 47.99 520.68 2388.1 8181.81 8.5121 0.03 396.0 2388.0 100.0 38.88 23.2412 30.0
34 -0.003 0.0003 100.0 518.67 642.79 1599.95 1417.31 14.62 21.61 553.02 2388.12 9114.36 1.3 47.83 520.62 2388.11 8179.22 8.485 0.03 394.0 2388.0 100.0 38.74 23.2144 29.0
34 0.0038 0.0006 100.0 518.67 642.92 1595.61 1415.52 14.62 21.61 552.31 2388.1 9108.1 1.3 47.55 520.58 2388.08 8180.29 8.4967 0.03 394.0 2388.0 100.0 38.58 23.135 28.0
34 -0.0007 0.0003 100.0 518.67 643.02 1598.32 1420.72 14.62 21.61 552.36 2388.08 9116.68 1.3 47.72 520.85 2388.09 8178.04 8.4695 0.03 395.0 2388.0 100.0 38.79 23.204 27.0
34 0.0011 0.0002 100.0 518.67 643.19 1593.26 1418.78 14.62 21.61 552.58 2388.12 9108.72 1.3 47.81 520.28 2388.11 8184.63 8.477 0.03 396.0 2388.0 100.0 38.74 23.2687 26.0
34 -0.002 0.0003 100.0 518.67 643.22 1599.85 1421.7 14.62 21.61 552.28 2388.14 9113.24 1.3 47.73 520.31 2388.17 8179.94 8.4975 0.03 394.0 2388.0 100.0 38.73 23.2821 25.0
34 -0.0039 -0.0004 100.0 518.67 642.56 1590.82 1415.32 14.62 21.61 552.25 2388.14 9116.69 1.3 47.78 520.85 2388.07 8183.4 8.4795 0.03 394.0 2388.0 100.0 38.65 23.2086 24.0
34 -0.0006 0.0006 100.0 518.67 643.1 1601.06 1422.56 14.62 21.61 551.85 2388.14 9113.62 1.3 47.87 521.21 2388.14 8181.76 8.4519 0.03 394.0 2388.0 100.0 38.65 23.0896 23.0
34 -0.0022 0.0003 100.0 518.67 643.58 1602.55 1419.57 14.62 21.61 552.66 2388.08 9117.78 1.3 47.83 521.15 2388.12 8187.58 8.486 0.03 395.0 2388.0 100.0 38.58 23.1 22.0
34 -0.0018 -0.0 100.0 518.67 643.42 1601.32 1419.74 14.62 21.61 552.66 2388.1 9117.32 1.3 47.81 520.59 2388.11 8189.36 8.4736 0.03 396.0 2388.0 100.0 38.58 23.2538 21.0
34 -0.0004 -0.0001 100.0 518.67 642.77 1601.29 1418.78 14.62 21.61 552.13 2388.13 9120.39 1.3 47.77 520.87 2388.11 8195.13 8.4565 0.03 396.0 2388.0 100.0 38.63 23.0932 20.0
34 -0.0026 0.0 100.0 518.67 643.41 1599.66 1415.32 14.62 21.61 552.92 2388.1 9122.53 1.3 47.84 521.03 2388.17 8191.31 8.5046 0.03 395.0 2388.0 100.0 38.67 23.2376 19.0
34 0.001 -0.0002 100.0 518.67 643.22 1591.4 1417.64 14.62 21.61 552.44 2388.16 9123.99 1.3 47.86 520.91 2388.11 8194.71 8.521 0.03 396.0 2388.0 100.0 38.58 23.21 18.0
34 0.0014 0.0003 100.0 518.67 643.45 1604.03 1421.08 14.62 21.61 552.63 2388.13 9126.7 1.3 47.88 520.41 2388.09 8194.55 8.4976 0.03 395.0 2388.0 100.0 38.62 23.081 17.0
34 0.0019 -0.0 100.0 518.67 643.48 1597.72 1419.03 14.62 21.61 552.24 2388.17 9125.75 1.3 47.89 520.66 2388.13 8191.1 8.4974 0.03 396.0 2388.0 100.0 38.68 23.1899 16.0
34 0.0022 0.0005 100.0 518.67 643.21 1596.12 1418.7 14.62 21.61 552.58 2388.15 9133.19 1.3 47.72 520.7 2388.12 8195.12 8.4777 0.03 395.0 2388.0 100.0 38.42 23.1092 15.0
34 0.0007 0.0003 100.0 518.67 643.18 1600.96 1412.98 14.62 21.61 552.15 2388.11 9129.07 1.3 47.76 520.67 2388.13 8199.88 8.4759 0.03 397.0 2388.0 100.0 38.71 23.0938 14.0
34 -0.0015 -0.0003 100.0 518.67 643.36 1599.16 1418.46 14.62 21.61 552.31 2388.13 9131.6 1.3 47.97 520.39 2388.16 8199.66 8.4928 0.03 396.0 2388.0 100.0 38.55 23.0697 13.0
34 -0.0041 0.0003 100.0 518.67 643.52 1604.74 1421.05 14.62 21.61 552.19 2388.19 9134.8 1.3 47.92 520.44 2388.16 8203.53 8.4883 0.03 397.0 2388.0 100.0 38.52 23.1732 12.0
34 -0.0037 0.0002 100.0 518.67 643.06 1593.95 1424.35 14.62 21.61 551.84 2388.17 9141.75 1.3 48.02 520.53 2388.16 8200.4 8.5054 0.03 396.0 2388.0 100.0 38.57 23.2029 11.0
34 0.0034 -0.0002 100.0 518.67 643.25 1601.11 1427.22 14.62 21.61 551.67 2388.13 9136.63 1.3 47.88 520.46 2388.15 8203.44 8.5127 0.03 396.0 2388.0 100.0 38.51 23.0462 10.0
34 0.0022 0.0003 100.0 518.67 643.75 1598.98 1422.41 14.62 21.61 552.3 2388.18 9146.83 1.3 48.35 520.62 2388.17 8211.62 8.5046 0.03 396.0 2388.0 100.0 38.45 23.0505 9.0
34 0.0019 0.0003 100.0 518.67 643.91 1599.92 1425.4 14.62 21.61 552.49 2388.12 9144.14 1.3 47.98 519.85 2388.17 8204.7 8.5215 0.03 396.0 2388.0 100.0 38.43 23.1659 8.0
34 -0.0003 0.0003 100.0 518.67 643.63 1597.71 1425.85 14.62 21.61 552.34 2388.14 9144.57 1.3 48.06 520.11 2388.19 8214.84 8.4984 0.03 396.0 2388.0 100.0 38.43 23.0691 7.0
34 0.0011 -0.0003 100.0 518.67 643.93 1599.6 1425.76 14.62 21.61 552.06 2388.12 9151.28 1.3 48.13 520.39 2388.12 8220.08 8.4878 0.03 396.0 2388.0 100.0 38.39 23.1228 6.0
34 -0.0025 -0.0003 100.0 518.67 643.29 1607.37 1425.41 14.62 21.61 551.59 2388.15 9157.54 1.3 48.01 519.79 2388.23 8216.41 8.4646 0.03 395.0 2388.0 100.0 38.48 23.0289 5.0
34 0.0001 0.0001 100.0 518.67 643.83 1601.08 1431.68 14.62 21.61 552.2 2388.14 9155.1 1.3 48.11 520.47 2388.13 8216.68 8.5044 0.03 397.0 2388.0 100.0 38.37 23.0613 4.0
34 0.0009 0.0005 100.0 518.67 643.53 1602.3 1428.02 14.62 21.61 552.04 2388.14 9164.23 1.3 48.07 519.49 2388.16 8216.6 8.5151 0.03 397.0 2388.0 100.0 38.38 22.9959 3.0
34 -0.0009 -0.0001 100.0 518.67 643.61 1602.13 1424.76 14.62 21.61 551.73 2388.19 9163.9 1.3 48.09 520.24 2388.15 8220.91 8.4963 0.03 396.0 2388.0 100.0 38.41 23.0797 2.0
34 -0.0026 -0.0002 100.0 518.67 643.44 1601.27 1426.19 14.62 21.61 551.45 2388.18 9166.06 1.3 48.08 520.41 2388.12 8228.95 8.5213 0.03 396.0 2388.0 100.0 38.36 23.0603 1.0
34 0.004 0.0006 100.0 518.67 643.94 1597.74 1434.09 14.62 21.61 551.46 2388.17 9162.57 1.3 48.33 520.01 2388.14 8230.84 8.5014 0.03 397.0 2388.0 100.0 38.36 22.9984 0.0
35 -0.0008 0.0004 100.0 518.67 642.25 1589.5 1401.87 14.62 21.61 553.94 2388.06 9061.4 1.3 47.45 521.22 2388.05 8138.2 8.4282 0.03 392.0 2388.0 100.0 38.83 23.3682 180.0
35 -0.0044 0.0 100.0 518.67 642.49 1589.83 1406.99 14.62 21.61 553.99 2388.05 9059.03 1.3 47.33 521.51 2388.06 8137.11 8.4087 0.03 393.0 2388.0 100.0 38.77 23.3206 179.0
35 -0.0013 -0.0005 100.0 518.67 642.53 1589.32 1400.83 14.62 21.61 553.5 2388.05 9052.52 1.3 47.37 521.3 2388.07 8136.42 8.3998 0.03 393.0 2388.0 100.0 38.94 23.2977 178.0
35 -0.0017 0.0004 100.0 518.67 642.2 1588.27 1399.64 14.62 21.61 554.54 2388.09 9067.84 1.3 47.18 522.4 2388.06 8139.33 8.4467 0.03 393.0 2388.0 100.0 39.08 23.3072 177.0
35 0.0022 -0.0 100.0 518.67 642.23 1583.66 1400.4 14.62 21.61 554.62 2388.06 9050.17 1.3 47.34 521.46 2388.05 8132.84 8.376 0.03 393.0 2388.0 100.0 38.97 23.4655 176.0
35 0.0011 0.0002 100.0 518.67 642.01 1587.18 1401.92 14.62 21.61 554.19 2388.05 9051.72 1.3 47.39 521.64 2388.07 8140.22 8.406 0.03 393.0 2388.0 100.0 38.88 23.315 175.0
35 0.0003 0.0003 100.0 518.67 642.4 1589.78 1408.96 14.62 21.61 553.81 2388.04 9055.41 1.3 47.35 521.85 2388.07 8142.37 8.4104 0.03 392.0 2388.0 100.0 38.91 23.3393 174.0
35 -0.0003 -0.0004 100.0 518.67 642.84 1587.55 1416.7 14.62 21.61 553.94 2388.06 9058.74 1.3 47.21 521.78 2388.05 8140.81 8.4298 0.03 394.0 2388.0 100.0 38.98 23.3395 173.0
35 -0.0006 0.0 100.0 518.67 642.43 1587.82 1406.31 14.62 21.61 553.0 2388.04 9048.74 1.3 47.41 521.42 2388.13 8138.9 8.415 0.03 394.0 2388.0 100.0 38.87 23.3598 172.0
35 0.001 0.0004 100.0 518.67 642.36 1580.89 1406.41 14.62 21.61 554.3 2388.04 9058.32 1.3 47.46 522.08 2388.06 8136.61 8.4281 0.03 391.0 2388.0 100.0 39.02 23.4417 171.0
35 0.0001 0.0002 100.0 518.67 642.15 1588.7 1404.76 14.62 21.61 554.36 2388.04 9063.46 1.3 47.33 522.3 2388.03 8135.09 8.4159 0.03 393.0 2388.0 100.0 38.95 23.4215 170.0
35 0.0015 -0.0001 100.0 518.67 642.27 1592.84 1400.14 14.62 21.61 554.21 2388.02 9054.41 1.3 47.32 522.02 2388.07 8139.63 8.4659 0.03 391.0 2388.0 100.0 39.03 23.4061 169.0
35 -0.0017 0.0004 100.0 518.67 642.45 1590.13 1402.35 14.62 21.61 553.97 2388.08 9056.18 1.3 47.27 521.76 2388.0 8131.11 8.4274 0.03 391.0 2388.0 100.0 38.77 23.3665 168.0
35 -0.0014 0.0003 100.0 518.67 642.86 1585.07 1400.46 14.62 21.61 554.13 2388.07 9049.4 1.3 47.41 521.53 2388.01 8139.37 8.3957 0.03 392.0 2388.0 100.0 39.02 23.3227 167.0
35 0.0033 0.0003 100.0 518.67 642.65 1585.83 1407.15 14.62 21.61 554.13 2388.05 9055.17 1.3 47.24 520.94 2388.05 8138.42 8.3967 0.03 392.0 2388.0 100.0 38.91 23.3144 166.0
35 0.0039 0.0001 100.0 518.67 642.12 1585.54 1396.67 14.62 21.61 553.85 2388.08 9054.29 1.3 47.59 521.86 2388.08 8135.14 8.3955 0.03 392.0 2388.0 100.0 38.92 23.409 165.0
35 0.0046 0.0003 100.0 518.67 642.31 1587.72 1399.77 14.62 21.61 554.21 2388.07 9050.59 1.3 47.23 521.87 2388.05 8139.51 8.4246 0.03 392.0 2388.0 100.0 38.77 23.4234 164.0
35 0.003 0.0005 100.0 518.67 642.41 1579.41 1403.72 14.62 21.61 553.93 2388.05 9048.7 1.3 47.51 521.95 2388.06 8139.55 8.3914 0.03 392.0 2388.0 100.0 39.0 23.2559 163.0
35 0.0033 -0.0003 100.0 518.67 642.23 1588.51 1407.22 14.62 21.61 553.91 2388.06 9048.49 1.3 47.25 521.38 2388.04 8135.17 8.4101 0.03 393.0 2388.0 100.0 38.95 23.4109 162.0
35 0.0011 0.0005 100.0 518.67 643.07 1592.18 1409.41 14.62 21.61 553.7 2388.05 9053.43 1.3 47.28 521.4 2388.07 8140.38 8.4165 0.03 393.0 2388.0 100.0 39.19 23.3626 161.0
35 -0.001 -0.0002 100.0 518.67 642.46 1584.32 1409.2 14.62 21.61 553.92 2388.09 9056.49 1.3 47.42 522.4 2388.0 8136.93 8.398 0.03 391.0 2388.0 100.0 38.85 23.3323 160.0
35 -0.0023 -0.0002 100.0 518.67 642.02 1587.78 1403.48 14.62 21.61 554.15 2388.03 9060.22 1.3 47.53 522.23 2388.05 8139.27 8.4275 0.03 391.0 2388.0 100.0 38.95 23.3704 159.0
35 -0.0014 -0.0 100.0 518.67 642.74 1586.29 1407.88 14.62 21.61 553.54 2388.02 9057.71 1.3 47.31 521.82 2388.09 8136.42 8.4283 0.03 393.0 2388.0 100.0 38.77 23.3239 158.0
35 0.0 -0.0003 100.0 518.67 641.87 1589.7 1400.9 14.62 21.61 553.75 2388.03 9059.84 1.3 47.51 522.11 2388.04 8135.13 8.4089 0.03 392.0 2388.0 100.0 39.03 23.4284 157.0
35 -0.001 -0.0 100.0 518.67 642.05 1590.48 1410.74 14.62 21.61 553.88 2388.11 9062.81 1.3 47.57 521.94 2388.08 8138.08 8.4171 0.03 392.0 2388.0 100.0 38.89 23.355 156.0
35 -0.0001 -0.0001 100.0 518.67 643.02 1586.54 1399.08 14.62 21.61 554.2 2388.08 9063.19 1.3 47.32 522.1 2388.04 8136.61 8.4336 0.03 393.0 2388.0 100.0 38.85 23.2809 155.0
35 -0.0007 -0.0003 100.0 518.67 642.84 1580.38 1402.64 14.62 21.61 554.09 2388.05 9059.42 1.3 47.37 521.27 2388.02 8136.55 8.4223 0.03 392.0 2388.0 100.0 38.91 23.4519 154.0
35 0.0025 0.0003 100.0 518.67 643.01 1588.44 1404.87 14.62 21.61 554.33 2388.09 9055.71 1.3 47.34 521.42 2388.03 8141.81 8.4358 0.03 393.0 2388.0 100.0 38.83 23.3231 153.0
35 0.0023 -0.0005 100.0 518.67 642.35 1586.64 1405.61 14.62 21.61 554.01 2388.1 9048.11 1.3 47.48 521.47 2388.05 8144.91 8.4392 0.03 392.0 2388.0 100.0 38.82 23.3867 152.0
35 -0.0011 0.0002 100.0 518.67 642.6 1586.51 1396.77 14.62 21.61 554.15 2388.03 9048.18 1.3 47.43 521.74 2388.07 8137.09 8.4152 0.03 392.0 2388.0 100.0 38.93 23.3005 151.0
35 0.0004 -0.0004 100.0 518.67 642.52 1590.76 1402.33 14.62 21.61 554.6 2388.08 9053.65 1.3 47.5 521.89 2388.08 8137.81 8.4084 0.03 394.0 2388.0 100.0 38.94 23.3222 150.0
35 -0.0018 0.0004 100.0 518.67 642.69 1596.28 1400.43 14.62 21.61 553.44 2388.03 9056.28 1.3 47.37 521.84 2388.1 8131.79 8.4338 0.03 393.0 2388.0 100.0 38.92 23.2817 149.0
35 -0.0011 0.0 100.0 518.67 642.33 1586.07 1408.38 14.62 21.61 553.96 2388.1 9060.98 1.3 47.35 521.85 2388.04 8135.25 8.4258 0.03 391.0 2388.0 100.0 38.69 23.3466 148.0
35 0.0015 0.0002 100.0 518.67 642.28 1590.47 1405.59 14.62 21.61 554.27 2388.07 9055.94 1.3 47.36 522.02 2388.06 8137.13 8.4215 0.03 391.0 2388.0 100.0 39.01 23.3414 147.0
35 0.0014 0.0004 100.0 518.67 642.58 1586.61 1402.57 14.62 21.61 554.44 2388.03 9052.82 1.3 47.25 521.61 2388.09 8136.89 8.4218 0.03 392.0 2388.0 100.0 38.87 23.2547 146.0
35 -0.0025 -0.0001 100.0 518.67 642.86 1580.39 1405.98 14.62 21.61 554.16 2388.07 9057.05 1.3 47.38 521.6 2388.04 8137.64 8.4057 0.03 392.0 2388.0 100.0 38.89 23.3219 145.0
35 0.002 0.0001 100.0 518.67 642.59 1591.21 1402.95 14.62 21.61 554.39 2388.04 9059.27 1.3 47.37 521.57 2388.09 8139.28 8.4173 0.03 393.0 2388.0 100.0 39.15 23.3206 144.0
35 -0.0019 0.0 100.0 518.67 641.93 1592.56 1396.15 14.62 21.61 554.3 2388.05 9059.56 1.3 47.21 521.7 2388.08 8138.43 8.4235 0.03 393.0 2388.0 100.0 39.06 23.3351 143.0
35 -0.0013 -0.0005 100.0 518.67 642.73 1581.18 1401.27 14.62 21.61 553.99 2388.02 9059.07 1.3 47.33 521.5 2388.12 8143.93 8.4327 0.03 392.0 2388.0 100.0 39.06 23.3584 142.0
35 -0.0007 -0.0001 100.0 518.67 641.62 1592.06 1399.35 14.62 21.61 554.6 2388.07 9056.05 1.3 47.37 521.64 2388.04 8139.45 8.4182 0.03 395.0 2388.0 100.0 39.12 23.3576 141.0
35 0.0037 -0.0003 100.0 518.67 642.63 1582.33 1406.82 14.62 21.61 553.05 2388.07 9054.24 1.3 47.33 521.92 2388.07 8139.2 8.4059 0.03 392.0 2388.0 100.0 38.9 23.226 140.0
35 0.0011 0.0004 100.0 518.67 643.01 1588.39 1403.91 14.62 21.61 553.33 2388.09 9066.33 1.3 47.64 521.47 2388.07 8139.15 8.4058 0.03 391.0 2388.0 100.0 38.91 23.3218 139.0
35 -0.0018 0.0002 100.0 518.67 642.4 1590.54 1398.85 14.62 21.61 554.12 2388.09 9053.88 1.3 47.36 521.83 2388.04 8134.97 8.4211 0.03 393.0 2388.0 100.0 38.89 23.3196 138.0
35 -0.002 -0.0002 100.0 518.67 642.67 1588.97 1397.97 14.62 21.61 552.55 2388.11 9056.0 1.3 47.58 521.61 2388.1 8138.74 8.4454 0.03 395.0 2388.0 100.0 38.78 23.3451 137.0
35 0.0013 0.0001 100.0 518.67 642.68 1592.77 1399.74 14.62 21.61 553.87 2388.04 9061.22 1.3 47.46 521.56 2388.07 8139.0 8.4138 0.03 392.0 2388.0 100.0 38.9 23.41 136.0
35 -0.003 -0.0001 100.0 518.67 642.3 1591.91 1403.67 14.62 21.61 553.82 2388.04 9054.91 1.3 47.46 521.56 2388.09 8136.27 8.4125 0.03 393.0 2388.0 100.0 38.99 23.3152 135.0
35 -0.0008 0.0004 100.0 518.67 643.04 1597.01 1406.95 14.62 21.61 553.97 2388.05 9057.8 1.3 47.45 522.03 2388.08 8136.36 8.4127 0.03 394.0 2388.0 100.0 39.24 23.3204 134.0
35 -0.0012 -0.0003 100.0 518.67 642.63 1579.64 1409.17 14.62 21.61 553.86 2388.04 9069.85 1.3 47.6 521.94 2388.04 8138.75 8.4168 0.03 393.0 2388.0 100.0 38.98 23.3039 133.0
35 -0.0014 -0.0005 100.0 518.67 642.3 1589.31 1402.99 14.62 21.61 554.16 2388.0 9059.78 1.3 47.25 521.35 2388.06 8137.2 8.4088 0.03 392.0 2388.0 100.0 38.76 23.3652 132.0
35 -0.001 -0.0003 100.0 518.67 642.45 1582.3 1399.43 14.62 21.61 553.2 2388.09 9049.71 1.3 47.28 522.28 2388.05 8136.91 8.4465 0.03 393.0 2388.0 100.0 39.0 23.3485 131.0
